2011 »ý»ê·®,2012 »ý»ê·®,2013 »ý»ê·®,2014 »ý»ê·®,2015 »ý»ê·®,2016 »ý»ê·®,2017 »ý»ê·®,2018 »ý»ê·®,2019 »ý»ê·®,2020 »ý»ê·®,2021 »ý»ê·®,2022 »ý»ê·®,2023 »ý»ê·®,±¤Á¾,±¹°¡,´ÜÀ§,´ë·ú,Ç°¸ñ
1510.000,1499.000,1481.000,1505.000,1610.000,884.800,852.000,1147.000,1337.300,1314.900,1315.162,1237.474,1094.396,¾Æ¿¬,Australia,ÃµÅæ,OCEANIA,mine
282.000,250.000,252.000,262.000,260.000,236.000,249.000,275.000,271.200,270.000,270.000,254.000,254.400,¾Æ¿¬,Belgium,ÃµÅæ,EUROPE,slab
88.411,73.558,75.830,76.293,75.095,75.811,73.715,73.710,73.500,74.500,72.418,72.527,75.000,¾Æ¿¬,Bulgaria,ÃµÅæ,EUROPE,slab
307.352,314.742,311.686,302.024,305.697,290.599,284.992,295.029,290.844,297.257,292.648,294.122,293.960,¾Æ¿¬,Finland,ÃµÅæ,EUROPE,slab
164.000,161.000,152.000,171.000,169.000,149.000,166.000,155.000,142.000,166.000,165.000,124.800,124.800,¾Æ¿¬,France,ÃµÅæ,EUROPE,slab
169.896,169.401,162.229,169.900,173.500,168.800,174.000,177.500,182.000,175.000,180.000,135.000,130.200,¾Æ¿¬,Germany,ÃµÅæ,EUROPE,slab
110.200,97.200,111.000,188.600,195.500,195.300,183.000,187.200,188.500,181.100,179.800,119.700,119.700,¾Æ¿¬,Italy,ÃµÅæ,EUROPE,slab
261.000,257.000,275.000,290.000,291.000,283.000,248.000,268.000,240.000,250.000,255.600,255.600,255.600,¾Æ¿¬,Netherlands,ÃµÅæ,EUROPE,slab
153.200,152.647,143.444,165.600,162.878,170.541,172.086,190.570,195.374,191.576,180.323,181.139,165.231,¾Æ¿¬,Norway,ÃµÅæ,EUROPE,slab
144.100,138.300,146.300,154.000,161.500,161.200,162.000,160.000,159.400,160.300,164.700,161.900,137.573,¾Æ¿¬,Poland,ÃµÅæ,EUROPE,slab
246.223,250.000,216.200,223.300,230.000,255.000,256.700,254.600,207.000,212.000,200.000,195.000,199.400,¾Æ¿¬,Russia,ÃµÅæ,EUROPE,slab
511.092,483.000,481.000,498.000,498.000,500.000,507.000,511.000,507.900,504.100,505.000,505.000,505.000,¾Æ¿¬,Spain,ÃµÅæ,EUROPE,slab
6.561,6.957,3.900,8.074,0.713,0.071,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Ukraine,ÃµÅæ,EUROPE,slab
33.461,21.977,14.687,13.171,7.557,3.100,1.472,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Algeria,ÃµÅæ,AFRICA,slab
146.000,144.508,128.291,118.665,71.818,88.650,83.767,67.122,72.366,16.206,0.000,0.000,0.000,¾Æ¿¬,Namibia,ÃµÅæ,AFRICA,slab
73.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,South Africa,ÃµÅæ,AFRICA,slab
5212.200,4881.200,5279.600,5807.000,6115.900,6196.000,6143.900,5607.103,6135.664,6424.873,6561.000,6802.000,7152.000,¾Æ¿¬,China,ÃµÅæ,ASIA,slab
788.201,690.769,772.551,700.000,821.282,615.841,791.500,776.006,691.000,716.000,761.147,817.000,816.000,¾Æ¿¬,India,ÃµÅæ,ASIA,slab
132.000,148.000,140.000,145.000,138.000,135.000,135.000,140.000,144.000,135.000,140.000,139.600,144.000,¾Æ¿¬,Iran,ÃµÅæ,ASIA,slab
544.674,571.312,587.291,583.021,566.619,533.689,523.919,521.110,526.717,501.146,517.167,516.637,484.673,¾Æ¿¬,Japan,ÃµÅæ,ASIA,slab
319.847,319.847,319.897,324.754,324.340,325.510,329.178,328.764,295.400,311.322,326.883,269.200,279.906,¾Æ¿¬,Kazakhstan,ÃµÅæ,ASIA,slab
42.000,32.000,32.000,27.000,15.000,17.000,15.000,12.000,12.000,15.000,12.000,12.000,12.000,¾Æ¿¬,North Korea,ÃµÅæ,ASIA,slab
828.200,876.817,894.789,915.081,929.800,1009.100,961.900,988.600,950.000,980.000,960.000,914.414,934.245,¾Æ¿¬,South Korea,ÃµÅæ,ASIA,slab
103.366,107.700,78.000,65.700,74.100,73.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Thailand,ÃµÅæ,ASIA,slab
54.900,61.100,54.000,66.000,72.000,77.851,70.000,78.000,80.000,80.000,90.000,87.500,84.000,¾Æ¿¬,Uzbekistan,ÃµÅæ,ASIA,slab
15.600,15.600,12.000,12.000,12.000,12.000,10.000,10.000,10.000,10.000,9.600,9.600,9.600,¾Æ¿¬,Vietnam,ÃµÅæ,ASIA,slab
43.600,38.400,39.649,29.100,30.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,¾Æ¿¬,Argentina,ÃµÅæ,AMERICA,slab
284.770,246.526,245.400,246.100,231.000,284.500,245.200,251.000,195.784,247.000,240.000,230.000,229.600,¾Æ¿¬,Brazil,ÃµÅæ,AMERICA,slab
662.151,648.619,651.637,649.218,683.118,691.400,598.438,620.202,654.971,685.400,639.843,569.613,502.000,¾Æ¿¬,Canada,ÃµÅæ,AMERICA,slab
322.116,323.569,322.781,320.924,326.834,321.166,327.000,335.942,393.418,368.200,357.000,328.727,344.151,¾Æ¿¬,Mexico,ÃµÅæ,AMERICA,slab
313.714,319.280,346.361,336.454,335.422,341.518,312.339,333.677,356.925,318.619,320.000,349.500,346.072,¾Æ¿¬,Peru,ÃµÅæ,AMERICA,slab
248.000,261.000,233.000,180.000,172.000,126.000,132.000,116.000,115.000,180.000,216.000,216.000,220.000,¾Æ¿¬,U.S.A.,ÃµÅæ,AMERICA,slab
517.000,508.000,504.000,488.000,489.000,470.000,471.000,491.000,436.000,447.300,432.512,385.032,467.044,¾Æ¿¬,Australia,ÃµÅæ,OCEANIA,slab
